"","labID","genos","missing"
"1","z0040513",198,186
"2","z0043839",297,87
"3","z0043980",258,126
"4","z0045331",307,77
"5","z0045401",287,97
"6","z0045405",340,44
"7","z0047854",343,41
"8","z0053100",316,68
"9","z0055903",328,56
"10","z0055931",303,81
"11","z0056392",302,82
"12","z0075696",230,154
"13","z0175371",326,58
"14","z0187857",270,114
"15","z0195776",86,298
"16","z0195777",168,216
"17","z0196887",217,167
"18","z0197665",319,65
"19","z0197682",296,88
