"","locus","num.haps","genos"
"237","Mnov_gtseq_445",2,18
"238","Mnov_gtseq_446",2,14
"239","Mnov_gtseq_447",2,17
"240","Mnov_gtseq_448",2,16
"241","Mnov_gtseq_45",2,16
"242","Mnov_gtseq_451",2,19
"243","Mnov_gtseq_452",2,17
"244","Mnov_gtseq_454",2,13
"245","Mnov_gtseq_46",2,17
"246","Mnov_gtseq_461",2,19
"247","Mnov_gtseq_462",2,14
"248","Mnov_gtseq_463",2,15
"249","Mnov_gtseq_465",2,3
"250","Mnov_gtseq_468",2,19
"251","Mnov_gtseq_47",2,17
"252","Mnov_gtseq_470",2,19
"253","Mnov_gtseq_471",2,8
"254","Mnov_gtseq_472",2,16
"255","Mnov_gtseq_473",2,15
"256","Mnov_gtseq_475",2,18
"257","Mnov_gtseq_477",2,19
"258","Mnov_gtseq_478",2,17
"259","Mnov_gtseq_479",2,18
"260","Mnov_gtseq_48",2,17
"261","Mnov_gtseq_50",2,18
"262","Mnov_gtseq_502",2,15
"263","Mnov_gtseq_504",2,18
"264","Mnov_gtseq_506",2,9
"265","Mnov_gtseq_507",2,17
"266","Mnov_gtseq_509",2,13
"267","Mnov_gtseq_51",2,14
"268","Mnov_gtseq_511",2,12
"269","Mnov_gtseq_513",2,19
"270","Mnov_gtseq_514",2,13
"271","Mnov_gtseq_515",2,7
"272","Mnov_gtseq_517",2,12
"273","Mnov_gtseq_518",2,19
"274","Mnov_gtseq_520",2,15
"275","Mnov_gtseq_521",2,11
"276","Mnov_gtseq_522",2,14
"277","Mnov_gtseq_523",2,18
"278","Mnov_gtseq_526",2,2
"279","Mnov_gtseq_529",2,4
"280","Mnov_gtseq_53",2,18
"281","Mnov_gtseq_532",2,14
"282","Mnov_gtseq_533",2,18
"283","Mnov_gtseq_536",1,1
"284","Mnov_gtseq_539",2,17
"285","Mnov_gtseq_54",2,18
"286","Mnov_gtseq_541",2,19
"287","Mnov_gtseq_543",2,18
"288","Mnov_gtseq_544",2,17
"289","Mnov_gtseq_545",2,16
"290","Mnov_gtseq_546",2,4
"291","Mnov_gtseq_547",2,19
"292","Mnov_gtseq_548",2,16
"293","Mnov_gtseq_549",1,17
"294","Mnov_gtseq_55",2,16
"295","Mnov_gtseq_550",2,5
"296","Mnov_gtseq_553",2,2
"297","Mnov_gtseq_56",2,17
"298","Mnov_gtseq_57",2,18
"299","Mnov_gtseq_58",2,14
"300","Mnov_gtseq_6",2,14
"301","Mnov_gtseq_60",2,18
"302","Mnov_gtseq_61",2,19
"303","Mnov_gtseq_63",2,16
"304","Mnov_gtseq_64",2,18
"305","Mnov_gtseq_65",2,19
"306","Mnov_gtseq_66",2,19
"307","Mnov_gtseq_67",2,19
"308","Mnov_gtseq_68",2,16
"309","Mnov_gtseq_69",2,19
"310","Mnov_gtseq_71",2,18
"311","Mnov_gtseq_72",2,19
"312","Mnov_gtseq_73",2,19
"313","Mnov_gtseq_74",2,19
"314","Mnov_gtseq_75",3,18
"315","Mnov_gtseq_8",2,17
"316","Mnov_gtseq_80",2,15
"317","Mnov_gtseq_81",2,17
"318","Mnov_gtseq_82",2,18
"319","Mnov_gtseq_83",2,19
"320","Mnov_gtseq_84",2,18
"321","Mnov_gtseq_88",2,17
"322","Mnov_gtseq_90",2,19
"323","Mnov_gtseq_91",2,18
"324","Mnov_gtseq_92",2,17
"325","Mnov_gtseq_93",2,17
"326","Mnov_gtseq_94",2,17
"327","Mnov_gtseq_97",2,18
"328","Mnov_gtseq_98",2,18
