"","locus","num.haps","genos"
"73","Mnov_gtseq_216",2,15
"74","Mnov_gtseq_217",2,7
"75","Mnov_gtseq_218",2,16
"76","Mnov_gtseq_22",2,13
"77","Mnov_gtseq_220",2,16
"78","Mnov_gtseq_222",2,16
"79","Mnov_gtseq_223",2,13
"80","Mnov_gtseq_225",2,18
"81","Mnov_gtseq_227",2,19
"82","Mnov_gtseq_229",2,13
"83","Mnov_gtseq_230",2,11
"84","Mnov_gtseq_232",2,17
"85","Mnov_gtseq_234",2,12
"86","Mnov_gtseq_235",2,17
"87","Mnov_gtseq_237",2,18
"88","Mnov_gtseq_238",2,16
"89","Mnov_gtseq_239",2,18
"90","Mnov_gtseq_240",2,14
"91","Mnov_gtseq_241",2,19
"92","Mnov_gtseq_243",2,17
"93","Mnov_gtseq_244",2,17
"94","Mnov_gtseq_245",2,7
"95","Mnov_gtseq_246",2,15
"96","Mnov_gtseq_247",2,10
"97","Mnov_gtseq_248",2,19
"98","Mnov_gtseq_25",2,16
"99","Mnov_gtseq_250",2,14
"100","Mnov_gtseq_251",2,17
"101","Mnov_gtseq_253",2,6
"102","Mnov_gtseq_254",2,17
"103","Mnov_gtseq_255",2,17
"104","Mnov_gtseq_257",2,17
"105","Mnov_gtseq_258",2,15
"106","Mnov_gtseq_26",2,19
"107","Mnov_gtseq_260",1,8
"108","Mnov_gtseq_261",2,16
"109","Mnov_gtseq_262",2,9
"110","Mnov_gtseq_263",2,15
"111","Mnov_gtseq_265",2,17
"112","Mnov_gtseq_268",2,18
"113","Mnov_gtseq_269",2,16
"114","Mnov_gtseq_270",2,10
"115","Mnov_gtseq_271",2,15
"116","Mnov_gtseq_273",2,9
"117","Mnov_gtseq_274",2,16
"118","Mnov_gtseq_275",2,8
"119","Mnov_gtseq_277",2,19
"120","Mnov_gtseq_278",2,15
"121","Mnov_gtseq_28",2,18
"122","Mnov_gtseq_281",2,11
"123","Mnov_gtseq_283",2,13
"124","Mnov_gtseq_284",2,18
"125","Mnov_gtseq_285",2,19
"126","Mnov_gtseq_287",2,19
"127","Mnov_gtseq_288",2,10
"128","Mnov_gtseq_289",2,16
"129","Mnov_gtseq_297",2,18
"130","Mnov_gtseq_298",2,3
"131","Mnov_gtseq_299",2,18
"132","Mnov_gtseq_30",2,2
"133","Mnov_gtseq_300",2,19
"134","Mnov_gtseq_301",2,6
"135","Mnov_gtseq_304",1,5
"136","Mnov_gtseq_305",2,12
"137","Mnov_gtseq_307",2,10
"138","Mnov_gtseq_308",2,17
"139","Mnov_gtseq_309",3,17
"140","Mnov_gtseq_310",2,8
"141","Mnov_gtseq_311",2,11
"142","Mnov_gtseq_312",2,17
"143","Mnov_gtseq_313",2,15
"144","Mnov_gtseq_314",2,16
"145","Mnov_gtseq_315",2,17
"146","Mnov_gtseq_317",2,5
"147","Mnov_gtseq_318",2,16
"148","Mnov_gtseq_320",2,12
"149","Mnov_gtseq_321",2,19
"150","Mnov_gtseq_322",2,12
"151","Mnov_gtseq_323",2,18
"152","Mnov_gtseq_324",1,2
"153","Mnov_gtseq_326",2,14
"154","Mnov_gtseq_327",2,12
"155","Mnov_gtseq_328",2,19
"156","Mnov_gtseq_33",2,18
"157","Mnov_gtseq_332",2,17
"158","Mnov_gtseq_333",2,14
"159","Mnov_gtseq_334",2,19
"160","Mnov_gtseq_335",2,18
"161","Mnov_gtseq_337",3,8
"162","Mnov_gtseq_338",2,15
"163","Mnov_gtseq_339",2,14
"164","Mnov_gtseq_340",2,8
"165","Mnov_gtseq_341",2,18
"166","Mnov_gtseq_342",2,11
"167","Mnov_gtseq_344",2,16
"168","Mnov_gtseq_345",2,18
"169","Mnov_gtseq_347",2,16
"170","Mnov_gtseq_350",2,2
"171","Mnov_gtseq_352",2,9
"172","Mnov_gtseq_353",2,7
"173","Mnov_gtseq_354",2,3
"174","Mnov_gtseq_355",1,1
"175","Mnov_gtseq_356",2,14
"176","Mnov_gtseq_357",2,15
"177","Mnov_gtseq_359",2,3
"178","Mnov_gtseq_360",1,3
"179","Mnov_gtseq_361",2,12
"180","Mnov_gtseq_363",2,16
"181","Mnov_gtseq_364",2,10
"182","Mnov_gtseq_366",2,18
"183","Mnov_gtseq_368",2,2
"184","Mnov_gtseq_37",2,17
"185","Mnov_gtseq_370",2,13
"186","Mnov_gtseq_371",2,3
"187","Mnov_gtseq_372",2,15
"188","Mnov_gtseq_373",2,4
"189","Mnov_gtseq_374",2,14
"190","Mnov_gtseq_376",1,14
"191","Mnov_gtseq_377",2,12
"192","Mnov_gtseq_378",2,16
"193","Mnov_gtseq_379",2,18
"194","Mnov_gtseq_38",2,16
"195","Mnov_gtseq_380",2,14
"196","Mnov_gtseq_383",2,10
"197","Mnov_gtseq_384",2,17
"198","Mnov_gtseq_386",2,5
"199","Mnov_gtseq_388",2,2
"200","Mnov_gtseq_39",2,19
"201","Mnov_gtseq_390",2,10
"202","Mnov_gtseq_391",1,5
"203","Mnov_gtseq_394",2,18
"204","Mnov_gtseq_397",2,19
"205","Mnov_gtseq_398",2,16
"206","Mnov_gtseq_399",2,19
"207","Mnov_gtseq_40",2,12
"208","Mnov_gtseq_400",2,7
"209","Mnov_gtseq_401",2,16
"210","Mnov_gtseq_402",2,13
"211","Mnov_gtseq_405",2,17
"212","Mnov_gtseq_406",2,11
"213","Mnov_gtseq_407",2,14
"214","Mnov_gtseq_41",2,17
"215","Mnov_gtseq_410",2,7
"216","Mnov_gtseq_413",2,19
"217","Mnov_gtseq_415",2,11
"218","Mnov_gtseq_416",2,19
"219","Mnov_gtseq_417",2,6
"220","Mnov_gtseq_42",2,17
"221","Mnov_gtseq_420",2,10
"222","Mnov_gtseq_421",3,2
"223","Mnov_gtseq_424",2,13
"224","Mnov_gtseq_426",2,18
"225","Mnov_gtseq_43",2,18
"226","Mnov_gtseq_431",2,2
"227","Mnov_gtseq_434",2,18
"228","Mnov_gtseq_438",2,3
"229","Mnov_gtseq_44",2,9
"230","Mnov_gtseq_440",2,16
"231","Mnov_gtseq_441",2,11
"232","Mnov_gtseq_442",2,4
"233","Mnov_gtseq_444",2,16
"234","Mnov_gtseq_445",2,16
"235","Mnov_gtseq_446",2,9
"236","Mnov_gtseq_447",2,13
"237","Mnov_gtseq_448",2,12
"238","Mnov_gtseq_45",2,15
"239","Mnov_gtseq_451",2,18
"240","Mnov_gtseq_452",2,16
"241","Mnov_gtseq_454",2,10
"242","Mnov_gtseq_46",2,16
"243","Mnov_gtseq_461",2,18
"244","Mnov_gtseq_462",2,8
"245","Mnov_gtseq_463",2,10
"246","Mnov_gtseq_465",1,1
"247","Mnov_gtseq_468",2,18
"248","Mnov_gtseq_47",2,14
"249","Mnov_gtseq_470",2,16
"250","Mnov_gtseq_471",2,7
"251","Mnov_gtseq_472",2,15
"252","Mnov_gtseq_473",2,9
"253","Mnov_gtseq_475",2,17
"254","Mnov_gtseq_477",2,19
"255","Mnov_gtseq_478",2,12
"256","Mnov_gtseq_479",2,18
"257","Mnov_gtseq_48",2,10
"258","Mnov_gtseq_50",2,16
"259","Mnov_gtseq_502",2,15
"260","Mnov_gtseq_504",2,17
"261","Mnov_gtseq_506",2,4
"262","Mnov_gtseq_507",2,10
"263","Mnov_gtseq_509",2,10
"264","Mnov_gtseq_51",2,12
"265","Mnov_gtseq_511",2,8
"266","Mnov_gtseq_513",2,19
"267","Mnov_gtseq_514",2,9
"268","Mnov_gtseq_515",2,4
"269","Mnov_gtseq_517",2,7
"270","Mnov_gtseq_518",2,19
"271","Mnov_gtseq_520",2,8
"272","Mnov_gtseq_521",2,7
"273","Mnov_gtseq_522",2,8
"274","Mnov_gtseq_523",2,15
"275","Mnov_gtseq_526",1,1
"276","Mnov_gtseq_529",2,2
"277","Mnov_gtseq_53",2,14
"278","Mnov_gtseq_532",2,12
"279","Mnov_gtseq_533",2,15
"280","Mnov_gtseq_539",2,13
"281","Mnov_gtseq_54",2,18
"282","Mnov_gtseq_541",2,19
"283","Mnov_gtseq_543",2,16
"284","Mnov_gtseq_544",2,14
"285","Mnov_gtseq_545",2,13
"286","Mnov_gtseq_546",2,2
"287","Mnov_gtseq_547",2,17
"288","Mnov_gtseq_548",2,12
"289","Mnov_gtseq_549",1,11
"290","Mnov_gtseq_55",2,15
"291","Mnov_gtseq_550",2,4
"292","Mnov_gtseq_553",2,2
"293","Mnov_gtseq_56",2,16
"294","Mnov_gtseq_57",2,17
"295","Mnov_gtseq_58",2,14
"296","Mnov_gtseq_6",2,14
"297","Mnov_gtseq_60",2,15
"298","Mnov_gtseq_61",2,17
"299","Mnov_gtseq_63",2,13
"300","Mnov_gtseq_64",2,17
"301","Mnov_gtseq_65",2,19
"302","Mnov_gtseq_66",2,16
"303","Mnov_gtseq_67",2,19
"304","Mnov_gtseq_68",2,15
"305","Mnov_gtseq_69",2,18
"306","Mnov_gtseq_71",2,14
"307","Mnov_gtseq_72",2,19
"308","Mnov_gtseq_73",2,18
"309","Mnov_gtseq_74",2,18
"310","Mnov_gtseq_75",3,17
"311","Mnov_gtseq_8",2,15
"312","Mnov_gtseq_80",2,12
"313","Mnov_gtseq_81",2,17
"314","Mnov_gtseq_82",2,16
"315","Mnov_gtseq_83",2,19
"316","Mnov_gtseq_84",2,18
"317","Mnov_gtseq_88",2,12
"318","Mnov_gtseq_90",2,19
"319","Mnov_gtseq_91",2,18
"320","Mnov_gtseq_92",2,15
"321","Mnov_gtseq_93",2,15
"322","Mnov_gtseq_94",2,17
"323","Mnov_gtseq_97",2,18
"324","Mnov_gtseq_98",2,17
